material_name,melting_point_c,density_g_cm3,specific_heat_j_kg_k,target_conversion_pct,required_temp_c
Ba3Ta4TiO15,2057.2,7.27,339.3,100.0,2107.2
Ba3Ta5O15,2044.7,8.08,305.7,50.0,1022.4
Ba3Ta5O15,2044.7,8.08,305.7,60.0,1226.8
Ba3Ta5O15,2044.7,8.08,305.7,70.0,1431.3
Ba3Ta5O15,2044.7,8.08,305.7,80.0,1635.8
Ba3Ta5O15,2044.7,8.08,305.7,90.0,1840.3
Ba3Ta5O15,2044.7,8.08,305.7,100.0,2094.7
Ba3Ta6(Si2O13)2,2044.1,6.13,401.5,50.0,1022.1
Ba3Ta6(Si2O13)2,2044.1,6.13,401.5,60.0,1226.5
Ba3Ta6(Si2O13)2,2044.1,6.13,401.5,70.0,1430.9
Ba3Ta6(Si2O13)2,2044.1,6.13,401.5,80.0,1635.3
Ba3Ta6(Si2O13)2,2044.1,6.13,401.5,90.0,1839.7
Ba3Ta6(Si2O13)2,2044.1,6.13,401.5,100.0,2094.1
Ba3Ta6Fe2O21,1929.0,7.23,340.9,50.0,964.5
Ba3Ta6Fe2O21,1929.0,7.23,340.9,60.0,1157.4
Ba3Ta6Fe2O21,1929.0,7.23,340.9,70.0,1350.3
Ba3Ta6Fe2O21,1929.0,7.23,340.9,80.0,1543.2
Ba3Ta6Fe2O21,1929.0,7.23,340.9,90.0,1736.1
Ba3Ta6Fe2O21,1929.0,7.23,340.9,100.0,1979.0
Ba3TaAs3O,1192.2,5.33,460.3,50.0,596.1
Ba3TaAs3O,1192.2,5.33,460.3,60.0,715.3
Ba3TaAs3O,1192.2,5.33,460.3,70.0,834.6
Ba3TaAs3O,1192.2,5.33,460.3,80.0,953.8
Ba3TaAs3O,1192.2,5.33,460.3,90.0,1073.0
Ba3TaAs3O,1192.2,5.33,460.3,100.0,1242.2
Ba3TaFe3(SiO7)2,1788.0,5.01,489.7,50.0,894.0
Ba3TaFe3(SiO7)2,1788.0,5.01,489.7,60.0,1072.8
Ba3TaFe3(SiO7)2,1788.0,5.01,489.7,70.0,1251.6
Ba3TaFe3(SiO7)2,1788.0,5.01,489.7,80.0,1430.4
Ba3TaFe3(SiO7)2,1788.0,5.01,489.7,90.0,1609.2
Ba3TaFe3(SiO7)2,1788.0,5.01,489.7,100.0,1838.0
Ba3TaN3Cl2,1321.6,5.41,453.7,50.0,660.8
Ba3TaN3Cl2,1321.6,5.41,453.7,60.0,792.9
Ba3TaN3Cl2,1321.6,5.41,453.7,70.0,925.1
Ba3TaN3Cl2,1321.6,5.41,453.7,80.0,1057.3
Ba3TaN3Cl2,1321.6,5.41,453.7,90.0,1189.4
Ba3TaN3Cl2,1321.6,5.41,453.7,100.0,1371.6
Ba3Tb(BO2)9,1909.0,3.94,618.5,50.0,954.5
Ba3Tb(BO2)9,1909.0,3.94,618.5,60.0,1145.4
Ba3Tb(BO2)9,1909.0,3.94,618.5,70.0,1336.3
Ba3Tb(BO2)9,1909.0,3.94,618.5,80.0,1527.2
Ba3Tb(BO2)9,1909.0,3.94,618.5,90.0,1718.1
Ba3Tb(BO2)9,1909.0,3.94,618.5,100.0,1959.0
Ba3Tb2(PS4)4,1172.8,3.5,695.1,50.0,586.4
Ba3Tb2(PS4)4,1172.8,3.5,695.1,60.0,703.7
Ba3Tb2(PS4)4,1172.8,3.5,695.1,70.0,820.9
Ba3Tb2(PS4)4,1172.8,3.5,695.1,80.0,938.2
Ba3Tb2(PS4)4,1172.8,3.5,695.1,90.0,1055.5
Ba3Tb2(PS4)4,1172.8,3.5,695.1,100.0,1222.8
Ba3Tb2WO9,1966.9,7.22,341.4,50.0,983.4
Ba3Tb2WO9,1966.9,7.22,341.4,60.0,1180.1
Ba3Tb2WO9,1966.9,7.22,341.4,70.0,1376.8
Ba3Tb2WO9,1966.9,7.22,341.4,80.0,1573.5
Ba3Tb2WO9,1966.9,7.22,341.4,90.0,1770.2
Ba3Tb2WO9,1966.9,7.22,341.4,100.0,2016.9
Ba3TbIrRuO9,1662.0,7.36,335.0,50.0,831.0
Ba3TbIrRuO9,1662.0,7.36,335.0,60.0,997.2
Ba3TbIrRuO9,1662.0,7.36,335.0,70.0,1163.4
Ba3TbIrRuO9,1662.0,7.36,335.0,80.0,1329.6
Ba3TbIrRuO9,1662.0,7.36,335.0,90.0,1495.8
Ba3TbIrRuO9,1662.0,7.36,335.0,100.0,1712.0
Ba3TbRu2O9,1682.1,6.75,365.1,50.0,841.0
Ba3TbRu2O9,1682.1,6.75,365.1,60.0,1009.2
Ba3TbRu2O9,1682.1,6.75,365.1,70.0,1177.4
Ba3TbRu2O9,1682.1,6.75,365.1,80.0,1345.7
Ba3TbRu2O9,1682.1,6.75,365.1,90.0,1513.9
Ba3TbRu2O9,1682.1,6.75,365.1,100.0,1732.1
Ba3Te2O9,1574.7,6.22,395.3,50.0,787.3
Ba3Te2O9,1574.7,6.22,395.3,60.0,944.8
Ba3Te2O9,1574.7,6.22,395.3,70.0,1102.3
Ba3Te2O9,1574.7,6.22,395.3,80.0,1259.7
Ba3Te2O9,1574.7,6.22,395.3,90.0,1417.2
Ba3Te2O9,1574.7,6.22,395.3,100.0,1624.7
Ba3Te3(BrO4)2,1529.2,5.0,490.2,50.0,764.6
Ba3Te3(BrO4)2,1529.2,5.0,490.2,60.0,917.5
Ba3Te3(BrO4)2,1529.2,5.0,490.2,70.0,1070.4
Ba3Te3(BrO4)2,1529.2,5.0,490.2,80.0,1223.4
Ba3Te3(BrO4)2,1529.2,5.0,490.2,90.0,1376.3
Ba3Te3(BrO4)2,1529.2,5.0,490.2,100.0,1579.2
Ba3Te4O11,1506.0,5.42,453.2,50.0,753.0
Ba3Te4O11,1506.0,5.42,453.2,60.0,903.6
Ba3Te4O11,1506.0,5.42,453.2,70.0,1054.2
Ba3Te4O11,1506.0,5.42,453.2,80.0,1204.8
Ba3Te4O11,1506.0,5.42,453.2,90.0,1355.4
Ba3Te4O11,1506.0,5.42,453.2,100.0,1556.0
Ba3ThSe7,1372.2,5.58,440.3,50.0,686.1
Ba3ThSe7,1372.2,5.58,440.3,60.0,823.3
Ba3ThSe7,1372.2,5.58,440.3,70.0,960.5
Ba3ThSe7,1372.2,5.58,440.3,80.0,1097.8
Ba3ThSe7,1372.2,5.58,440.3,90.0,1235.0
Ba3ThSe7,1372.2,5.58,440.3,100.0,1422.2
Ba3Ti20O40,2066.2,4.37,559.1,50.0,1033.1
Ba3Ti20O40,2066.2,4.37,559.1,60.0,1239.7
Ba3Ti20O40,2066.2,4.37,559.1,70.0,1446.3
Ba3Ti20O40,2066.2,4.37,559.1,80.0,1653.0
Ba3Ti20O40,2066.2,4.37,559.1,90.0,1859.6
Ba3Ti20O40,2066.2,4.37,559.1,100.0,2116.2
Ba3TiFe2O9,1675.4,5.83,421.7,50.0,837.7
Ba3TiFe2O9,1675.4,5.83,421.7,60.0,1005.2
Ba3TiFe2O9,1675.4,5.83,421.7,70.0,1172.8
Ba3TiFe2O9,1675.4,5.83,421.7,80.0,1340.3
Ba3TiFe2O9,1675.4,5.83,421.7,90.0,1507.9
Ba3TiFe2O9,1675.4,5.83,421.7,100.0,1725.4
Ba3Tm(BO2)9,1912.3,4.06,600.8,50.0,956.1
Ba3Tm(BO2)9,1912.3,4.06,600.8,60.0,1147.4
Ba3Tm(BO2)9,1912.3,4.06,600.8,70.0,1338.6
Ba3Tm(BO2)9,1912.3,4.06,600.8,80.0,1529.8
Ba3Tm(BO2)9,1912.3,4.06,600.8,90.0,1721.1
Ba3Tm(BO2)9,1912.3,4.06,600.8,100.0,1962.3
Ba3Tm(BO3)3,1992.1,5.59,439.2,50.0,996.0
Ba3Tm(BO3)3,1992.1,5.59,439.2,60.0,1195.2
Ba3Tm(BO3)3,1992.1,5.59,439.2,70.0,1394.5
Ba3Tm(BO3)3,1992.1,5.59,439.2,80.0,1593.7
Ba3Tm(BO3)3,1992.1,5.59,439.2,90.0,1792.9
Ba3Tm(BO3)3,1992.1,5.59,439.2,100.0,2042.1
Ba3Tm4O9,2131.5,7.61,324.3,50.0,1065.7
Ba3Tm4O9,2131.5,7.61,324.3,60.0,1278.9
Ba3Tm4O9,2131.5,7.61,324.3,70.0,1492.0
Ba3Tm4O9,2131.5,7.61,324.3,80.0,1705.2
Ba3Tm4O9,2131.5,7.61,324.3,90.0,1918.3
Ba3Tm4O9,2131.5,7.61,324.3,100.0,2181.5
Ba3Tm4O9,2095.1,7.8,316.3,50.0,1047.5
Ba3Tm4O9,2095.1,7.8,316.3,60.0,1257.1
Ba3Tm4O9,2095.1,7.8,316.3,70.0,1466.6
Ba3Tm4O9,2095.1,7.8,316.3,80.0,1676.1
Ba3Tm4O9,2095.1,7.8,316.3,90.0,1885.6
Ba3Tm4O9,2095.1,7.8,316.3,100.0,2145.1
Ba3TmIrRuO9,1673.6,7.61,324.3,50.0,836.8
Ba3TmIrRuO9,1673.6,7.61,324.3,60.0,1004.1
Ba3TmIrRuO9,1673.6,7.61,324.3,70.0,1171.5
Ba3TmIrRuO9,1673.6,7.61,324.3,80.0,1338.9
Ba3TmIrRuO9,1673.6,7.61,324.3,90.0,1506.2
Ba3TmIrRuO9,1673.6,7.61,324.3,100.0,1723.6
Ba3UAgS6,1356.6,5.12,478.7,50.0,678.3
Ba3UAgS6,1356.6,5.12,478.7,60.0,814.0
Ba3UAgS6,1356.6,5.12,478.7,70.0,949.6
Ba3UAgS6,1356.6,5.12,478.7,80.0,1085.3
Ba3UAgS6,1356.6,5.12,478.7,90.0,1220.9
Ba3UAgS6,1356.6,5.12,478.7,100.0,1406.6
Ba3UFe2O9,1799.6,7.1,347.3,50.0,899.8
Ba3UFe2O9,1799.6,7.1,347.3,60.0,1079.8
Ba3UFe2O9,1799.6,7.1,347.3,70.0,1259.7
Ba3UFe2O9,1799.6,7.1,347.3,80.0,1439.7
Ba3UFe2O9,1799.6,7.1,347.3,90.0,1619.7
Ba3UFe2O9,1799.6,7.1,347.3,100.0,1849.6
Ba3UIn2O9,1836.8,7.07,348.8,50.0,918.4
Ba3UIn2O9,1836.8,7.07,348.8,60.0,1102.1
Ba3UIn2O9,1836.8,7.07,348.8,70.0,1285.7
Ba3UIn2O9,1836.8,7.07,348.8,80.0,1469.4
Ba3UIn2O9,1836.8,7.07,348.8,90.0,1653.1
Ba3UIn2O9,1836.8,7.07,348.8,100.0,1886.8
Ba3V2O8,1858.5,5.09,482.0,50.0,929.3
Ba3V2O8,1858.5,5.09,482.0,60.0,1115.1
Ba3V2O8,1858.5,5.09,482.0,70.0,1301.0
Ba3V2O8,1858.5,5.09,482.0,80.0,1486.8
Ba3V2O8,1858.5,5.09,482.0,90.0,1672.7
Ba3V2O8,1858.5,5.09,482.0,100.0,1908.5
Ba3V4(PO4)6,1817.8,3.86,632.0,50.0,908.9
Ba3V4(PO4)6,1817.8,3.86,632.0,60.0,1090.7
Ba3V4(PO4)6,1817.8,3.86,632.0,70.0,1272.5
Ba3V4(PO4)6,1817.8,3.86,632.0,80.0,1454.3
Ba3V4(PO4)6,1817.8,3.86,632.0,90.0,1636.0
Ba3V4(PO4)6,1817.8,3.86,632.0,100.0,1867.8
Ba3V4O13,1770.4,4.02,607.0,50.0,885.2
Ba3V4O13,1770.4,4.02,607.0,60.0,1062.2
Ba3V4O13,1770.4,4.02,607.0,70.0,1239.3
Ba3V4O13,1770.4,4.02,607.0,80.0,1416.3
Ba3V4O13,1770.4,4.02,607.0,90.0,1593.4
Ba3V4O13,1770.4,4.02,607.0,100.0,1820.4
Ba3V4PbO14,1730.4,4.65,525.8,50.0,865.2
Ba3V4PbO14,1730.4,4.65,525.8,60.0,1038.2
Ba3V4PbO14,1730.4,4.65,525.8,70.0,1211.3
Ba3V4PbO14,1730.4,4.65,525.8,80.0,1384.3
Ba3V4PbO14,1730.4,4.65,525.8,90.0,1557.4
Ba3V4PbO14,1730.4,4.65,525.8,100.0,1780.4
Ba3WCl2O5,1808.6,5.1,480.8,50.0,904.3
Ba3WCl2O5,1808.6,5.1,480.8,60.0,1085.2
Ba3WCl2O5,1808.6,5.1,480.8,70.0,1266.0
Ba3WCl2O5,1808.6,5.1,480.8,80.0,1446.9
Ba3WCl2O5,1808.6,5.1,480.8,90.0,1627.7
Ba3WCl2O5,1808.6,5.1,480.8,100.0,1858.6
Ba3WN4,988.0,6.14,400.7,50.0,494.0
Ba3WN4,988.0,6.14,400.7,60.0,592.8
Ba3WN4,988.0,6.14,400.7,70.0,691.6
Ba3WN4,988.0,6.14,400.7,80.0,790.4
Ba3WN4,988.0,6.14,400.7,90.0,889.2
Ba3WN4,988.0,6.14,400.7,100.0,1038.0
Ba3WO6,1789.3,6.29,390.9,50.0,894.7
Ba3WO6,1789.3,6.29,390.9,60.0,1073.6
Ba3WO6,1789.3,6.29,390.9,70.0,1252.5
Ba3WO6,1789.3,6.29,390.9,80.0,1431.5
Ba3WO6,1789.3,6.29,390.9,90.0,1610.4
Ba3WO6,1789.3,6.29,390.9,100.0,1839.3
Ba3Y(BO3)3,1981.7,4.76,514.5,50.0,990.9
Ba3Y(BO3)3,1981.7,4.76,514.5,60.0,1189.0
Ba3Y(BO3)3,1981.7,4.76,514.5,70.0,1387.2
Ba3Y(BO3)3,1981.7,4.76,514.5,80.0,1585.4
Ba3Y(BO3)3,1981.7,4.76,514.5,90.0,1783.6
Ba3Y(BO3)3,1981.7,4.76,514.5,100.0,2031.7
Ba3Y2(B2O5)3,1980.5,3.95,617.1,50.0,990.3
Ba3Y2(B2O5)3,1980.5,3.95,617.1,60.0,1188.3
Ba3Y2(B2O5)3,1980.5,3.95,617.1,70.0,1386.4
Ba3Y2(B2O5)3,1980.5,3.95,617.1,80.0,1584.4
Ba3Y2(B2O5)3,1980.5,3.95,617.1,90.0,1782.5
Ba3Y2(B2O5)3,1980.5,3.95,617.1,100.0,2030.5
Ba3Y2MoO9,1921.9,5.7,430.9,50.0,960.9
Ba3Y2MoO9,1921.9,5.7,430.9,60.0,1153.1
Ba3Y2MoO9,1921.9,5.7,430.9,70.0,1345.3
Ba3Y2MoO9,1921.9,5.7,430.9,80.0,1537.5
Ba3Y2MoO9,1921.9,5.7,430.9,90.0,1729.7
Ba3Y2MoO9,1921.9,5.7,430.9,100.0,1971.9
Ba3Y2WO9,1961.0,6.5,379.0,50.0,980.5
Ba3Y2WO9,1961.0,6.5,379.0,60.0,1176.6
Ba3Y2WO9,1961.0,6.5,379.0,70.0,1372.7
Ba3Y2WO9,1961.0,6.5,379.0,80.0,1568.8
Ba3Y2WO9,1961.0,6.5,379.0,90.0,1764.9
Ba3Y2WO9,1961.0,6.5,379.0,100.0,2011.0
Ba3YIr2O9,1637.3,7.55,326.6,50.0,818.6
Ba3YIr2O9,1637.3,7.55,326.6,60.0,982.4
Ba3YIr2O9,1637.3,7.55,326.6,70.0,1146.1
Ba3YIr2O9,1637.3,7.55,326.6,80.0,1309.8
Ba3YIr2O9,1637.3,7.55,326.6,90.0,1473.6
Ba3YIr2O9,1637.3,7.55,326.6,100.0,1687.3
Ba3YIrRuO9,1659.4,6.91,356.9,50.0,829.7
Ba3YIrRuO9,1659.4,6.91,356.9,60.0,995.6
Ba3YIrRuO9,1659.4,6.91,356.9,70.0,1161.6
Ba3YIrRuO9,1659.4,6.91,356.9,80.0,1327.5
Ba3YIrRuO9,1659.4,6.91,356.9,90.0,1493.4
Ba3YIrRuO9,1659.4,6.91,356.9,100.0,1709.4
Ba3YRu2O9,1679.8,6.25,393.6,50.0,839.9
Ba3YRu2O9,1679.8,6.25,393.6,60.0,1007.9
Ba3YRu2O9,1679.8,6.25,393.6,70.0,1175.8
Ba3YRu2O9,1679.8,6.25,393.6,80.0,1343.8
Ba3YRu2O9,1679.8,6.25,393.6,90.0,1511.8
Ba3YRu2O9,1679.8,6.25,393.6,100.0,1729.8
Ba3YRuPtO9,1635.8,6.78,363.4,50.0,817.9
Ba3YRuPtO9,1635.8,6.78,363.4,60.0,981.5
Ba3YRuPtO9,1635.8,6.78,363.4,70.0,1145.1
Ba3YRuPtO9,1635.8,6.78,363.4,80.0,1308.6
Ba3YRuPtO9,1635.8,6.78,363.4,90.0,1472.2
Ba3YRuPtO9,1635.8,6.78,363.4,100.0,1685.8
Ba3Yb2TeO5,1951.0,7.12,346.4,50.0,975.5
Ba3Yb2TeO5,1951.0,7.12,346.4,60.0,1170.6
Ba3Yb2TeO5,1951.0,7.12,346.4,70.0,1365.7
Ba3Yb2TeO5,1951.0,7.12,346.4,80.0,1560.8
Ba3Yb2TeO5,1951.0,7.12,346.4,90.0,1755.9
Ba3Yb2TeO5,1951.0,7.12,346.4,100.0,2001.0
Ba3Yb4O9,2104.5,8.0,308.6,50.0,1052.2
Ba3Yb4O9,2104.5,8.0,308.6,60.0,1262.7
Ba3Yb4O9,2104.5,8.0,308.6,70.0,1473.1
Ba3Yb4O9,2104.5,8.0,308.6,80.0,1683.6
Ba3Yb4O9,2104.5,8.0,308.6,90.0,1894.0
Ba3Yb4O9,2104.5,8.0,308.6,100.0,2154.5
Ba3Zn3Te(PO7)2,1683.4,4.93,496.9,50.0,841.7
Ba3Zn3Te(PO7)2,1683.4,4.93,496.9,60.0,1010.0
Ba3Zn3Te(PO7)2,1683.4,4.93,496.9,70.0,1178.4
Ba3Zn3Te(PO7)2,1683.4,4.93,496.9,80.0,1346.7
Ba3Zn3Te(PO7)2,1683.4,4.93,496.9,90.0,1515.0
Ba3Zn3Te(PO7)2,1683.4,4.93,496.9,100.0,1733.4
Ba3Zn5In2O11,1482.3,6.09,403.8,50.0,741.1
Ba3Zn5In2O11,1482.3,6.09,403.8,60.0,889.4
Ba3Zn5In2O11,1482.3,6.09,403.8,70.0,1037.6
Ba3Zn5In2O11,1482.3,6.09,403.8,80.0,1185.8
Ba3Zn5In2O11,1482.3,6.09,403.8,90.0,1334.0
Ba3Zn5In2O11,1482.3,6.09,403.8,100.0,1532.3
Ba3Zn6Si4TeO20,1682.2,4.82,507.9,50.0,841.1
Ba3Zn6Si4TeO20,1682.2,4.82,507.9,60.0,1009.3
Ba3Zn6Si4TeO20,1682.2,4.82,507.9,70.0,1177.5
Ba3Zn6Si4TeO20,1682.2,4.82,507.9,80.0,1345.7
Ba3Zn6Si4TeO20,1682.2,4.82,507.9,90.0,1514.0
Ba3Zn6Si4TeO20,1682.2,4.82,507.9,100.0,1732.2
Ba3ZnB5PO14,1857.8,4.16,586.3,50.0,928.9
Ba3ZnB5PO14,1857.8,4.16,586.3,60.0,1114.7
Ba3ZnB5PO14,1857.8,4.16,586.3,70.0,1300.4
Ba3ZnB5PO14,1857.8,4.16,586.3,80.0,1486.2
Ba3ZnB5PO14,1857.8,4.16,586.3,90.0,1672.0
Ba3ZnB5PO14,1857.8,4.16,586.3,100.0,1907.8
Ba3ZnIr2O9,1450.9,7.76,318.1,50.0,725.4
Ba3ZnIr2O9,1450.9,7.76,318.1,60.0,870.5
Ba3ZnIr2O9,1450.9,7.76,318.1,70.0,1015.6
Ba3ZnIr2O9,1450.9,7.76,318.1,80.0,1160.7
Ba3ZnIr2O9,1450.9,7.76,318.1,90.0,1305.8
Ba3ZnIr2O9,1450.9,7.76,318.1,100.0,1500.9
Ba3ZnIrRuO9,1480.6,7.13,345.6,50.0,740.3
Ba3ZnIrRuO9,1480.6,7.13,345.6,60.0,888.4
Ba3ZnIrRuO9,1480.6,7.13,345.6,70.0,1036.4
Ba3ZnIrRuO9,1480.6,7.13,345.6,80.0,1184.5
Ba3ZnIrRuO9,1480.6,7.13,345.6,90.0,1332.6
Ba3ZnIrRuO9,1480.6,7.13,345.6,100.0,1530.6
Ba3ZnRu2O9,1505.2,6.37,386.4,50.0,752.6
Ba3ZnRu2O9,1505.2,6.37,386.4,60.0,903.1
Ba3ZnRu2O9,1505.2,6.37,386.4,70.0,1053.7
Ba3ZnRu2O9,1505.2,6.37,386.4,80.0,1204.2
Ba3ZnRu2O9,1505.2,6.37,386.4,90.0,1354.7
Ba3ZnRu2O9,1505.2,6.37,386.4,100.0,1555.2
Ba3ZnSb2O9,1621.4,6.39,385.0,50.0,810.7
Ba3ZnSb2O9,1621.4,6.39,385.0,60.0,972.8
Ba3ZnSb2O9,1621.4,6.39,385.0,70.0,1135.0
Ba3ZnSb2O9,1621.4,6.39,385.0,80.0,1297.1
Ba3ZnSb2O9,1621.4,6.39,385.0,90.0,1459.2
Ba3ZnSb2O9,1621.4,6.39,385.0,100.0,1671.4
Ba3Zr2O7,2083.8,6.03,407.9,50.0,1041.9
Ba3Zr2O7,2083.8,6.03,407.9,60.0,1250.3
Ba3Zr2O7,2083.8,6.03,407.9,70.0,1458.6
Ba3Zr2O7,2083.8,6.03,407.9,80.0,1667.0
Ba3Zr2O7,2083.8,6.03,407.9,90.0,1875.4
Ba3Zr2O7,2083.8,6.03,407.9,100.0,2133.8
Ba3Zr2S7,1467.2,4.18,583.5,50.0,733.6
Ba3Zr2S7,1467.2,4.18,583.5,60.0,880.3
Ba3Zr2S7,1467.2,4.18,583.5,70.0,1027.1
Ba3Zr2S7,1467.2,4.18,583.5,80.0,1173.8
Ba3Zr2S7,1467.2,4.18,583.5,90.0,1320.5
Ba3Zr2S7,1467.2,4.18,583.5,100.0,1517.2
Ba3Zr6BeCl18,1529.1,3.56,684.0,50.0,764.6
Ba3Zr6BeCl18,1529.1,3.56,684.0,60.0,917.5
Ba3Zr6BeCl18,1529.1,3.56,684.0,70.0,1070.4
Ba3Zr6BeCl18,1529.1,3.56,684.0,80.0,1223.3
Ba3Zr6BeCl18,1529.1,3.56,684.0,90.0,1376.2
Ba3Zr6BeCl18,1529.1,3.56,684.0,100.0,1579.1
Ba3ZrIr2O9,1660.1,7.85,314.3,50.0,830.0
Ba3ZrIr2O9,1660.1,7.85,314.3,60.0,996.0
Ba3ZrIr2O9,1660.1,7.85,314.3,70.0,1162.0
Ba3ZrIr2O9,1660.1,7.85,314.3,80.0,1328.1
Ba3ZrIr2O9,1660.1,7.85,314.3,90.0,1494.1
Ba3ZrIr2O9,1660.1,7.85,314.3,100.0,1710.1
Ba4(PtO3)3,1433.8,8.21,300.7,50.0,716.9
Ba4(PtO3)3,1433.8,8.21,300.7,60.0,860.3
Ba4(PtO3)3,1433.8,8.21,300.7,70.0,1003.7
Ba4(PtO3)3,1433.8,8.21,300.7,80.0,1147.1
Ba4(PtO3)3,1433.8,8.21,300.7,90.0,1290.5
Ba4(PtO3)3,1433.8,8.21,300.7,100.0,1483.8
Ba4(Sn3Bi)3,710.7,7.0,352.0,50.0,355.4
Ba4(Sn3Bi)3,710.7,7.0,352.0,60.0,426.4
Ba4(Sn3Bi)3,710.7,7.0,352.0,70.0,497.5
Ba4(Sn3Bi)3,710.7,7.0,352.0,80.0,568.6
Ba4(Sn3Bi)3,710.7,7.0,352.0,90.0,639.7
Ba4(Sn3Bi)3,710.7,7.0,352.0,100.0,760.7
Ba4Ag3Ge20,616.7,5.77,425.8,50.0,308.4
Ba4Ag3Ge20,616.7,5.77,425.8,60.0,370.0
Ba4Ag3Ge20,616.7,5.77,425.8,70.0,431.7
Ba4Ag3Ge20,616.7,5.77,425.8,80.0,493.4
Ba4Ag3Ge20,616.7,5.77,425.8,90.0,555.1
Ba4Ag3Ge20,616.7,5.77,425.8,100.0,666.7
Ba4AgAuO6,1488.5,6.86,359.3,50.0,744.3
Ba4AgAuO6,1488.5,6.86,359.3,60.0,893.1
Ba4AgAuO6,1488.5,6.86,359.3,70.0,1042.0
Ba4AgAuO6,1488.5,6.86,359.3,80.0,1190.8
Ba4AgAuO6,1488.5,6.86,359.3,90.0,1339.7
Ba4AgAuO6,1488.5,6.86,359.3,100.0,1538.5
Ba4Al2O7,1934.0,5.08,482.7,50.0,967.0
Ba4Al2O7,1934.0,5.08,482.7,60.0,1160.4
Ba4Al2O7,1934.0,5.08,482.7,70.0,1353.8
Ba4Al2O7,1934.0,5.08,482.7,80.0,1547.2
Ba4Al2O7,1934.0,5.08,482.7,90.0,1740.6
Ba4Al2O7,1934.0,5.08,482.7,100.0,1984.0
Ba4Al5,599.8,3.89,627.0,50.0,299.9
Ba4Al5,599.8,3.89,627.0,60.0,359.9
Ba4Al5,599.8,3.89,627.0,70.0,419.9
Ba4Al5,599.8,3.89,627.0,80.0,479.9
Ba4Al5,599.8,3.89,627.0,90.0,539.8
Ba4Al5,599.8,3.89,627.0,100.0,649.8
Ba4As2O,1209.9,5.04,486.1,50.0,604.9
Ba4As2O,1209.9,5.04,486.1,60.0,725.9
Ba4As2O,1209.9,5.04,486.1,70.0,846.9
Ba4As2O,1209.9,5.04,486.1,80.0,967.9
Ba4As2O,1209.9,5.04,486.1,90.0,1088.9
Ba4As2O,1209.9,5.04,486.1,100.0,1259.9
Ba4As3,971.0,5.1,481.0,50.0,485.5
Ba4As3,971.0,5.1,481.0,60.0,582.6
Ba4As3,971.0,5.1,481.0,70.0,679.7
Ba4As3,971.0,5.1,481.0,80.0,776.8
Ba4As3,971.0,5.1,481.0,90.0,873.9
Ba4As3,971.0,5.1,481.0,100.0,1021.0
Ba4Bi(IrO4)3,1440.8,8.13,303.7,50.0,720.4
Ba4Bi(IrO4)3,1440.8,8.13,303.7,60.0,864.5
Ba4Bi(IrO4)3,1440.8,8.13,303.7,70.0,1008.5
Ba4Bi(IrO4)3,1440.8,8.13,303.7,80.0,1152.6
Ba4Bi(IrO4)3,1440.8,8.13,303.7,90.0,1296.7
Ba4Bi(IrO4)3,1440.8,8.13,303.7,100.0,1490.8
Ba4Bi(PbO4)3,1468.0,7.82,315.7,50.0,734.0
Ba4Bi(PbO4)3,1468.0,7.82,315.7,60.0,880.8
Ba4Bi(PbO4)3,1468.0,7.82,315.7,70.0,1027.6
Ba4Bi(PbO4)3,1468.0,7.82,315.7,80.0,1174.4
Ba4Bi(PbO4)3,1468.0,7.82,315.7,90.0,1321.2
Ba4Bi(PbO4)3,1468.0,7.82,315.7,100.0,1518.0
Ba4Bi2O,1183.3,6.05,406.3,50.0,591.7
Ba4Bi2O,1183.3,6.05,406.3,60.0,710.0
Ba4Bi2O,1183.3,6.05,406.3,70.0,828.3
Ba4Bi2O,1183.3,6.05,406.3,80.0,946.7
Ba4Bi2O,1183.3,6.05,406.3,90.0,1065.0
Ba4Bi2O,1183.3,6.05,406.3,100.0,1233.3
Ba4Bi3,910.3,6.33,388.7,50.0,455.1
Ba4Bi3,910.3,6.33,388.7,60.0,546.2
Ba4Bi3,910.3,6.33,388.7,70.0,637.2
Ba4Bi3,910.3,6.33,388.7,80.0,728.2
Ba4Bi3,910.3,6.33,388.7,90.0,819.3
Ba4Bi3,910.3,6.33,388.7,100.0,960.3
Ba4Bi3F17,2076.7,6.58,374.5,50.0,1038.3
Ba4Bi3F17,2076.7,6.58,374.5,60.0,1246.0
Ba4Bi3F17,2076.7,6.58,374.5,70.0,1453.7
Ba4Bi3F17,2076.7,6.58,374.5,80.0,1661.3
Ba4Bi3F17,2076.7,6.58,374.5,90.0,1869.0
Ba4Bi3F17,2076.7,6.58,374.5,100.0,2126.7
Ba4Br6O,1716.9,4.59,533.1,50.0,858.5
Ba4Br6O,1716.9,4.59,533.1,60.0,1030.2
Ba4Br6O,1716.9,4.59,533.1,70.0,1201.8
Ba4Br6O,1716.9,4.59,533.1,80.0,1373.5
Ba4Br6O,1716.9,4.59,533.1,90.0,1545.2
Ba4Br6O,1716.9,4.59,533.1,100.0,1766.9
Ba4CaV4Cu2F28,2008.9,4.1,595.2,50.0,1004.5
Ba4CaV4Cu2F28,2008.9,4.1,595.2,60.0,1205.4
Ba4CaV4Cu2F28,2008.9,4.1,595.2,70.0,1406.3
Ba4CaV4Cu2F28,2008.9,4.1,595.2,80.0,1607.1
Ba4CaV4Cu2F28,2008.9,4.1,595.2,90.0,1808.0
