base_material,target_phase,density_g_cm3,specific_heat_j_kg_k,required_temp_c
ba(inau)2,liquid,9.56,258.8,795.9
ba(inau)2,orthorhombic,9.56,258.8,446.7
ba(inp)2,liquid,5.03,487.0,800.7
ba(inp)2,monoclinic,5.03,487.0,369.2
ba(inpt)2,liquid,10.28,240.8,848.0
ba(inpt)2,tetragonal,10.28,240.8,330.3
ba(ins2)2,liquid,4.1,595.8,1163.7
ba(ins2)2,orthorhombic,4.1,595.8,475.9
ba(inse2)2,liquid,4.9,499.8,1136.0
ba(inse2)2,orthorhombic,4.9,499.8,581.3
ba(inte2)2,liquid,5.3,462.9,1008.0
ba(inte2)2,orthorhombic,5.3,462.9,520.2
ba(iro3)2,liquid,7.28,338.9,1318.9
ba(iro3)2,trigonal,7.28,338.9,679.5
ba(lus2)2,liquid,5.94,413.8,1637.1
ba(lus2)2,orthorhombic,5.94,413.8,861.8
ba(luse2)2,liquid,6.84,360.1,1547.9
ba(luse2)2,orthorhombic,6.84,360.1,781.4
ba(lute2)2,liquid,6.85,359.9,1332.0
ba(lute2)2,orthorhombic,6.85,359.9,674.4
ba(mgas)2,liquid,4.1,594.6,967.9
ba(mgas)2,trigonal,4.1,594.6,425.7
ba(mgbi)2,liquid,5.79,424.3,816.4
ba(mgbi)2,trigonal,5.79,424.3,352.0
ba(mgge)2,liquid,4.43,551.5,756.6
ba(mgge)2,tetragonal,4.43,551.5,283.9
ba(mgp)2,liquid,3.26,744.7,963.1
ba(mgp)2,trigonal,3.26,744.7,386.5
ba(mgpb)2,liquid,6.53,377.0,713.6
ba(mgpb)2,tetragonal,6.53,377.0,279.4
ba(mgsb)2,liquid,4.36,560.8,925.1
ba(mgsb)2,trigonal,4.36,560.8,454.9
ba(mgsi)2,liquid,3.36,722.7,682.9
ba(mgsi)2,tetragonal,3.36,722.7,325.9
ba(mgsn)2,liquid,4.77,513.3,762.4
ba(mgsn)2,tetragonal,4.77,513.3,416.7
ba(mnas)2,liquid,5.42,452.8,849.2
ba(mnas)2,tetragonal,5.42,452.8,334.2
ba(mnp)2,liquid,5.43,452.2,892.5
ba(mnp)2,tetragonal,5.43,452.2,340.3
ba(mon2)2,liquid,5.46,449.8,855.0
ba(mon2)2,cubic,5.46,449.8,326.1
ba(no3)2,liquid,3.2,756.9,1265.6
ba(no3)2,cubic,3.2,756.9,537.5
ba(nbn2)2,liquid,5.3,463.1,1047.2
ba(nbn2)2,cubic,5.3,463.1,478.6
ba(nds2)2,liquid,4.73,518.0,1619.1
ba(nds2)2,orthorhombic,4.73,518.0,708.6
ba(ni2b)6,liquid,7.59,325.0,690.0
ba(ni2b)6,trigonal,7.59,325.0,356.1
ba(nias)2,liquid,6.66,369.6,843.8
ba(nias)2,tetragonal,6.66,369.6,376.3
ba(nip)2,liquid,5.69,431.4,898.4
ba(nip)2,tetragonal,5.69,431.4,396.8
ba(nip2)2,liquid,5.1,480.9,844.4
ba(nip2)2,orthorhombic,5.1,480.9,434.9
ba(p2au)2,liquid,6.63,371.6,763.2
ba(p2au)2,orthorhombic,6.63,371.6,339.3
ba(p2pd)2,liquid,5.63,436.5,848.8
ba(p2pd)2,tetragonal,5.63,436.5,397.2
ba(pir)2,liquid,9.62,257.3,930.5
ba(pir)2,tetragonal,9.62,257.3,375.4
ba(pn2)2,liquid,4.7,521.2,1017.1
ba(pn2)2,cubic,4.7,521.2,414.7
ba(po3)2,liquid,3.87,629.7,1891.4
ba(po3)2,monoclinic,3.87,629.7,736.6
ba(pos)2,liquid,9.48,261.0,851.8
ba(pos)2,tetragonal,9.48,261.0,420.0
ba(ppd)2,liquid,6.49,379.2,908.6
ba(ppd)2,tetragonal,6.49,379.2,366.0
ba(prh)2,liquid,6.74,365.4,979.5
ba(prh)2,tetragonal,6.74,365.4,520.2
ba(pru)2,liquid,6.65,370.6,973.5
ba(pru)2,tetragonal,6.65,370.6,385.0
ba(pdo2)2,liquid,6.66,369.8,1233.3
ba(pdo2)2,tetragonal,6.66,369.8,509.1
ba(pds2)2,liquid,5.02,488.0,1056.1
ba(pds2)2,monoclinic,5.02,488.0,560.6
ba(rhpb2)3,liquid,10.83,228.8,659.2
ba(rhpb2)3,orthorhombic,10.83,228.8,269.1
ba(sb3os)4,liquid,9.42,262.7,685.2
ba(sb3os)4,cubic,9.42,262.7,349.4
ba(sb3ru)4,liquid,8.06,306.5,759.1
ba(sb3ru)4,cubic,8.06,306.5,351.8
ba(sbo3)2,liquid,5.54,443.4,1619.6
ba(sbo3)2,trigonal,5.54,443.4,827.5
ba(sbpd)2,liquid,8.0,308.5,946.1
ba(sbpd)2,tetragonal,8.0,308.5,409.2
ba(sbs2)2,liquid,4.39,556.4,1054.2
ba(sbs2)2,monoclinic,4.39,556.4,436.5
ba(sbse2)2,liquid,5.32,461.2,1029.6
ba(sbse2)2,monoclinic,5.32,461.2,501.7
ba(scte2)2,liquid,5.36,457.8,1289.0
ba(scte2)2,orthorhombic,5.36,457.8,709.5
ba(si3n4)2,liquid,3.85,632.3,1141.1
ba(si3n4)2,orthorhombic,3.85,632.3,630.7
ba(siir)2,liquid,9.27,266.7,921.4
ba(siir)2,monoclinic,9.27,266.7,453.7
ba(sini)2,liquid,5.21,471.2,787.4
ba(sini)2,orthorhombic,5.21,471.2,428.5
ba(sirh)2,liquid,6.45,381.5,928.8
ba(sirh)2,monoclinic,6.45,381.5,442.2
ba(sms2)2,liquid,4.96,494.1,1629.0
ba(sms2)2,orthorhombic,4.96,494.1,929.7
ba(smse2)2,liquid,5.87,418.8,1556.3
ba(smse2)2,orthorhombic,5.87,418.8,730.7
ba(smte2)2,liquid,6.01,409.3,1357.8
ba(smte2)2,orthorhombic,6.01,409.3,530.0
ba(sn2ru)3,liquid,7.83,315.3,686.4
ba(sn2ru)3,orthorhombic,7.83,315.3,316.3
ba(tan2)2,liquid,7.64,323.0,1126.2
ba(tan2)2,cubic,7.64,323.0,623.4
ba(tbs2)2,liquid,5.3,462.5,1639.4
ba(tbs2)2,orthorhombic,5.3,462.5,776.6
ba(tbte2)2,liquid,6.32,389.7,1354.1
ba(tbte2)2,orthorhombic,6.32,389.7,758.3
ba(tms2)2,liquid,5.72,429.8,1639.8
ba(tms2)2,orthorhombic,5.72,429.8,786.0
ba(tmse2)2,liquid,6.62,371.9,1553.3
ba(tmse2)2,orthorhombic,6.62,371.9,652.8
ba(tmte2)2,liquid,6.67,369.3,1340.0
ba(tmte2)2,orthorhombic,6.67,369.3,761.0
ba(vn2)2,liquid,4.5,543.7,1051.1
ba(vn2)2,cubic,4.5,543.7,422.7
ba(ys2)2,liquid,4.06,601.4,1636.8
ba(ys2)2,orthorhombic,4.06,601.4,864.5
ba(yse2)2,liquid,5.12,479.1,1558.3
ba(yse2)2,orthorhombic,5.12,479.1,751.2
ba(yte2)2,liquid,5.43,452.3,1354.5
ba(yte2)2,orthorhombic,5.43,452.3,763.0
ba(znas)2,liquid,5.94,413.7,852.9
ba(znas)2,orthorhombic,5.94,413.7,401.9
ba(znge)2,liquid,6.32,389.4,724.0
ba(znge)2,tetragonal,6.32,389.4,352.2
ba(znp)2,liquid,5.11,479.5,842.1
ba(znp)2,tetragonal,5.11,479.5,400.5
ba(znsb)2,liquid,6.06,405.9,824.0
ba(znsb)2,orthorhombic,6.06,405.9,429.1
ba(znsi)2,liquid,5.24,468.6,671.1
ba(znsi)2,tetragonal,5.24,468.6,333.3
ba(znsn)2,liquid,6.51,378.1,737.1
ba(znsn)2,tetragonal,6.51,378.1,353.0
ba10ce(bi3o10)3,liquid,7.43,331.9,1616.5
ba10ce(bi3o10)3,triclinic,7.43,331.9,810.6
ba10ibr4n5,liquid,5.08,482.3,1165.0
ba10ibr4n5,trigonal,5.08,482.3,477.0
ba10li2bi4o21,liquid,6.36,386.8,1615.6
ba10li2bi4o21,orthorhombic,6.36,386.8,753.2
ba10nd4y(moo6)5,liquid,6.22,395.5,1901.8
ba10nd4y(moo6)5,triclinic,6.22,395.5,987.3
ba10p6so24,liquid,4.52,541.3,2017.2
ba10p6so24,trigonal,4.52,541.3,869.6
ba11(cd4bi7)2,liquid,7.12,346.0,838.1
ba11(cd4bi7)2,triclinic,7.12,346.0,345.2
ba11(oso6)4,liquid,6.73,365.8,1685.8
ba11(oso6)4,tetragonal,6.73,365.8,766.4
ba11b26p2(h3o29)2,liquid,3.69,660.2,1866.5
ba11b26p2(h3o29)2,monoclinic,3.69,660.2,728.8
ba11bi10,liquid,6.68,368.6,950.7
ba11bi10,tetragonal,6.68,368.6,426.3
ba11in6o3,liquid,5.47,448.7,1052.6
ba11in6o3,tetragonal,5.47,448.7,420.3
ba12na15li8n6,liquid,2.43,989.9,670.3
ba12na15li8n6,trigonal,2.43,989.9,358.8
ba13bi11o36,liquid,7.41,332.9,1566.4
ba13bi11o36,triclinic,7.41,332.9,894.6
ba13ca2re9(clo15)3,liquid,5.88,418.0,1801.5
ba13ca2re9(clo15)3,trigonal,5.88,418.0,927.5
ba13dy8zn4pt4o37,liquid,7.58,325.7,1825.6
ba13dy8zn4pt4o37,tetragonal,7.58,325.7,769.5
ba13si6(sn4as11)2,liquid,5.12,478.7,854.8
ba13si6(sn4as11)2,tetragonal,5.12,478.7,413.2
ba14alsb11,liquid,5.18,473.3,1050.0
ba14alsb11,tetragonal,5.18,473.3,478.1
ba14ir8(pdo11)3,liquid,7.67,321.9,1502.3
ba14ir8(pdo11)3,monoclinic,7.67,321.9,691.6
ba14mnbi11,liquid,6.4,384.7,945.2
ba14mnbi11,tetragonal,6.4,384.7,515.4
ba14na14can6,liquid,2.73,882.8,692.5
ba14na14can6,cubic,2.73,882.8,336.6
ba14na14lin6,liquid,2.71,889.2,683.7
ba14na14lin6,cubic,2.71,889.2,265.9
ba14na7can6,liquid,3.09,784.9,726.0
ba14na7can6,trigonal,3.09,784.9,325.2
ba15(zrse3)14,liquid,5.21,470.7,1423.7
ba15(zrse3)14,trigonal,5.21,470.7,750.9
ba16nb5n19,liquid,5.54,443.0,1008.0
ba16nb5n19,triclinic,5.54,443.0,555.7
ba16re6o37,liquid,6.51,378.3,1806.5
ba16re6o37,monoclinic,6.51,378.3,708.9
ba16zn9ge80pd3,liquid,5.69,432.0,688.9
ba16zn9ge80pd3,monoclinic,5.69,432.0,373.5
ba17er16zn8pt4o57,liquid,7.88,313.2,1901.8
ba17er16zn8pt4o57,tetragonal,7.88,313.2,913.3
ba17ho16zn8pt4o57,liquid,7.79,317.1,1897.4
ba17ho16zn8pt4o57,tetragonal,7.79,317.1,926.5
ba17srsm12cl68,liquid,3.98,613.1,1810.9
ba17srsm12cl68,tetragonal,3.98,613.1,883.6
ba17tm16zn8pt4o57,liquid,7.98,309.5,1906.4
ba17tm16zn8pt4o57,tetragonal,7.98,309.5,1021.6
ba17y16zn8pt4o57,liquid,6.39,385.0,1883.2
ba17y16zn8pt4o57,tetragonal,6.39,385.0,748.3
ba2(alag)5,liquid,5.92,415.0,673.9
ba2(alag)5,orthorhombic,5.92,415.0,301.9
ba2(cuo2)3,liquid,5.17,474.0,1354.5
ba2(cuo2)3,monoclinic,5.17,474.0,581.8
ba2(inas)5,liquid,5.82,422.2,785.8
ba2(inas)5,orthorhombic,5.82,422.2,381.3
ba2(iro3)3,liquid,7.73,319.3,1392.2
ba2(iro3)3,cubic,7.73,319.3,715.6
ba2(mo2s3)3,liquid,5.24,467.8,1140.4
ba2(mo2s3)3,hexagonal,5.24,467.8,463.3
ba2(snsb2)3,liquid,5.91,415.8,784.9
ba2(snsb2)3,orthorhombic,5.91,415.8,343.8
ba20as13,liquid,4.86,504.2,1029.6
ba20as13,orthorhombic,4.86,504.2,397.8
ba20ga5ru7o44,liquid,5.9,416.8,1678.0
ba20ga5ru7o44,monoclinic,5.9,416.8,841.5
ba20ru11pto48,liquid,6.03,408.0,1586.0
ba20ru11pto48,monoclinic,6.03,408.0,872.7
ba21(cd2bi9)2,liquid,6.61,372.7,934.0
ba21(cd2bi9)2,orthorhombic,6.61,372.7,486.7
ba21(cd2sb9)2,liquid,5.43,451.8,1025.1
ba21(cd2sb9)2,orthorhombic,5.43,451.8,448.7
ba21al40,liquid,3.87,629.0,659.5
ba21al40,trigonal,3.87,629.0,342.4
ba2alcu2f11,liquid,4.64,527.2,2009.4
ba2alcu2f11,trigonal,4.64,527.2,1074.4
ba2alh7,liquid,3.59,677.2,788.6
ba2alh7,monoclinic,3.59,677.2,318.1
ba2alino5,liquid,5.41,453.4,1842.8
ba2alino5,hexagonal,5.41,453.4,1003.7
ba2as2o7,liquid,4.82,507.7,1677.9
ba2as2o7,triclinic,4.82,507.7,684.6
ba2as2s5,liquid,3.92,622.2,1166.0
ba2as2s5,orthorhombic,3.92,622.2,608.1
ba2as2se5,liquid,4.98,492.5,1132.7
ba2as2se5,monoclinic,4.98,492.5,559.8
ba2as6o11,liquid,4.65,526.7,1478.3
ba2as6o11,triclinic,4.65,526.7,852.2
ba2asau,liquid,7.03,350.7,975.8
ba2asau,cubic,7.03,350.7,448.1
ba2b11h7o22,liquid,2.77,869.6,1706.8
ba2b11h7o22,triclinic,2.77,869.6,832.1
ba2b2ash3f18,liquid,3.12,776.7,1906.2
ba2b2ash3f18,hexagonal,3.12,776.7,790.4
ba2b2o5,liquid,4.33,564.8,1963.7
ba2b2o5,monoclinic,4.33,564.8,1019.8
ba2b4se13,liquid,4.61,531.3,944.4
ba2b4se13,monoclinic,4.61,531.3,412.1
ba2b5bro9,liquid,3.82,638.0,1903.6
ba2b5bro9,orthorhombic,3.82,638.0,1072.3
ba2b5clo9,liquid,3.7,657.1,1925.5
ba2b5clo9,orthorhombic,3.7,657.1,943.9
ba2b5ho10,liquid,3.73,652.9,1868.8
ba2b5ho10,monoclinic,3.73,652.9,1017.0
ba2b6pbo12,liquid,4.19,583.1,1856.6
ba2b6pbo12,trigonal,4.19,583.1,874.0
ba2bn2cl,liquid,4.22,578.8,1286.0
ba2bn2cl,cubic,4.22,578.8,589.8
ba2bi2o5,liquid,7.52,328.0,1579.8
ba2bi2o5,monoclinic,7.52,328.0,748.1
ba2bi2se3o2,liquid,6.36,386.8,1370.5
ba2bi2se3o2,monoclinic,6.36,386.8,540.6
ba2bi3,liquid,7.54,327.3,894.8
ba2bi3,orthorhombic,7.54,327.3,506.4
ba2biau,liquid,7.65,322.6,939.4
ba2biau,cubic,7.65,322.6,516.8
ba2bisbo6,liquid,7.17,344.0,1653.9
ba2bisbo6,monoclinic,7.17,344.0,948.6
ba2br2o,liquid,4.62,529.5,1797.5
ba2br2o,orthorhombic,4.62,529.5,998.1
ba2brn,liquid,5.12,478.5,1185.2
ba2brn,trigonal,5.12,478.5,649.9
ba2ca(bo2)6,liquid,3.45,703.6,1951.3
ba2ca(bo2)6,trigonal,3.45,703.6,875.1
ba2ca(bo3)2,liquid,4.67,524.2,2001.1
ba2ca(bo3)2,monoclinic,4.67,524.2,826.7
ba2ca(pdo2)3,liquid,6.16,399.2,1458.6
ba2ca(pdo2)3,orthorhombic,6.16,399.2,835.7
ba2caco2cuf14,liquid,4.48,545.9,1912.1
ba2caco2cuf14,monoclinic,4.48,545.9,980.1
ba2cacr2cuf14,liquid,4.59,533.0,2087.9
ba2cacr2cuf14,monoclinic,4.59,533.0,1163.2
ba2cacu3f14,liquid,4.61,531.3,1851.0
ba2cacu3f14,monoclinic,4.61,531.3,944.9
ba2caga2cuf14,liquid,4.82,508.1,2070.4
ba2caga2cuf14,monoclinic,4.82,508.1,1096.1
ba2cairo6,liquid,6.6,373.2,1691.8
ba2cairo6,cubic,6.6,373.2,733.2
ba2camgal2f14,liquid,4.05,601.8,2368.8
ba2camgal2f14,monoclinic,4.05,601.8,1170.1
ba2camn2cuf14,liquid,4.38,558.6,2035.9
ba2camn2cuf14,monoclinic,4.38,558.6,826.7
ba2camnv2f14,liquid,4.41,554.7,2187.5
ba2camnv2f14,monoclinic,4.41,554.7,892.2
ba2camon4,liquid,4.92,498.1,1045.1
ba2camon4,orthorhombic,4.92,498.1,585.7
ba2camoo6,liquid,5.48,448.1,1856.0
ba2camoo6,cubic,5.48,448.1,749.7
ba2caoso6,liquid,6.61,372.4,1756.6
ba2caoso6,cubic,6.61,372.4,966.2
ba2cap4(h3o8)2,liquid,3.42,710.0,1702.8
ba2cap4(h3o8)2,monoclinic,3.42,710.0,973.9
ba2careo6,liquid,6.67,369.5,1862.1
ba2careo6,tetragonal,6.67,369.5,990.0
ba2caseo6,liquid,5.66,433.8,1697.4
ba2caseo6,cubic,5.66,433.8,938.3
ba2casi4(bo7)2,liquid,3.51,692.2,2040.6
ba2casi4(bo7)2,tetragonal,3.51,692.2,957.8
ba2cateo6,liquid,5.8,423.4,1804.1
ba2cateo6,cubic,5.8,423.4,796.9
ba2cauo6,liquid,6.39,385.2,2147.7
ba2cauo6,monoclinic,6.39,385.2,965.1
ba2cav2cof14,liquid,4.27,571.9,2143.0
ba2cav2cof14,monoclinic,4.27,571.9,939.2
ba2cav2cuf14,liquid,4.24,575.9,2115.4
ba2cav2cuf14,monoclinic,4.24,575.9,1005.9
ba2cav2fef14,liquid,4.24,576.6,2162.4
ba2cav2fef14,monoclinic,4.24,576.6,1152.4
ba2cawo6,liquid,6.38,385.9,1914.7
ba2cawo6,monoclinic,6.38,385.9,923.1
ba2cd,liquid,4.52,541.0,651.4
ba2cd,tetragonal,4.52,541.0,268.6
ba2cd(bo2)6,liquid,3.98,613.2,1853.0
ba2cd(bo2)6,trigonal,3.98,613.2,1045.9
ba2cd(bo3)2,liquid,5.29,463.7,1817.0
ba2cd(bo3)2,monoclinic,5.29,463.7,1054.9
ba2cd2sb3,liquid,5.9,416.6,892.6
ba2cd2sb3,monoclinic,5.9,416.6,422.3
ba2cdas2,liquid,5.36,457.5,968.8
ba2cdas2,orthorhombic,5.36,457.5,431.4
ba2cdge2o7,liquid,5.1,481.0,1677.1
ba2cdge2o7,tetragonal,5.1,481.0,709.1
ba2cdmoo6,liquid,6.32,389.5,1661.2
ba2cdmoo6,cubic,6.32,389.5,939.0
ba2cdoso6,liquid,7.42,332.3,1550.4
ba2cdoso6,cubic,7.42,332.3,782.4
ba2cdp4(h3o8)2,liquid,3.67,662.9,1627.3
ba2cdp4(h3o8)2,monoclinic,3.67,662.9,675.9
ba2cdpb,liquid,6.29,391.1,765.3
ba2cdpb,cubic,6.29,391.1,305.8
ba2cds3,liquid,4.65,526.3,1382.3
ba2cds3,orthorhombic,4.65,526.3,534.1
ba2ce3si3o12f,liquid,5.27,465.3,2127.5
ba2ce3si3o12f,hexagonal,5.27,465.3,1042.1
ba2ce3si3o12f,liquid,5.16,475.5,2172.9
ba2ce3si3o12f,hexagonal,5.16,475.5,980.1
ba2cec3o9f,liquid,4.54,538.4,1818.4
ba2cec3o9f,monoclinic,4.54,538.4,1031.1
ba2cepao6,liquid,6.66,369.6,2188.2
ba2cepao6,cubic,6.66,369.6,1141.1
ba2cepbo6,liquid,6.98,353.0,1843.2
ba2cepbo6,trigonal,6.98,353.0,809.7
ba2cepto6,liquid,7.6,324.8,1810.2
ba2cepto6,cubic,7.6,324.8,858.9
ba2cesno6,liquid,6.44,382.3,1952.1
ba2cesno6,cubic,6.44,382.3,902.3
ba2cetao6,liquid,7.06,349.0,2117.8
ba2cetao6,monoclinic,7.06,349.0,921.4
ba2coge2o7,liquid,4.82,508.1,1671.2
ba2coge2o7,tetragonal,4.82,508.1,789.2
ba2comoo6,liquid,6.31,390.3,1658.5
ba2comoo6,cubic,6.31,390.3,929.5
ba2coo4,liquid,5.51,445.5,1598.0
ba2coo4,monoclinic,5.51,445.5,821.3
ba2cose2(clo3)2,liquid,4.79,511.7,1491.8
ba2cose2(clo3)2,orthorhombic,4.79,511.7,622.6
ba2cosi2o7,liquid,4.39,556.9,1926.7
ba2cosi2o7,tetragonal,4.39,556.9,953.4
ba2cowo6,liquid,7.3,338.1,1709.3
ba2cowo6,cubic,7.3,338.1,935.5
ba2crmoo6,liquid,6.37,386.2,1747.1
ba2crmoo6,cubic,6.37,386.2,804.5
ba2crn3,liquid,5.53,444.2,993.1
ba2crn3,orthorhombic,5.53,444.2,526.6
ba2cro4,liquid,5.41,453.6,1779.4
ba2cro4,orthorhombic,5.41,453.6,977.5
ba2cu(po3)6,liquid,3.48,698.1,1782.7
ba2cu(po3)6,monoclinic,3.48,698.1,698.2
ba2cu(po4)2,liquid,4.19,583.2,1843.6
ba2cu(po4)2,monoclinic,4.19,583.2,881.2
ba2cu2o5,liquid,5.17,474.3,1416.8
ba2cu2o5,orthorhombic,5.17,474.3,629.0
ba2cu2te4br2o11,liquid,5.54,443.5,1352.1
ba2cu2te4br2o11,triclinic,5.54,443.5,526.4
ba2cu3(bro2)2,liquid,4.87,503.5,1355.8
ba2cu3(bro2)2,tetragonal,4.87,503.5,755.5
ba2cu3(clo2)2,liquid,4.47,546.5,1401.4
ba2cu3(clo2)2,tetragonal,4.47,546.5,794.8
ba2cu3p4,liquid,5.43,452.1,816.5
ba2cu3p4,orthorhombic,5.43,452.1,394.6
ba2cubro2,liquid,4.63,528.1,1614.6
ba2cubro2,trigonal,4.63,528.1,687.6
ba2cuclo2,liquid,4.32,566.0,1652.4
ba2cuclo2,trigonal,4.32,566.0,770.8
ba2cuf6,liquid,5.47,448.4,2076.3
ba2cuf6,orthorhombic,5.47,448.4,832.6
ba2cuio2,liquid,4.75,516.0,1553.9
ba2cuio2,monoclinic,4.75,516.0,703.1
ba2cumo2f14,liquid,4.26,574.0,1928.5
ba2cumo2f14,monoclinic,4.26,574.0,953.3
ba2cuo3,liquid,6.18,397.8,1578.8
ba2cuo3,orthorhombic,6.18,397.8,631.6
ba2cuoso6,liquid,7.16,344.1,1500.3
ba2cuoso6,tetragonal,7.16,344.1,867.0
ba2cuteo6,liquid,6.57,375.1,1529.9
ba2cuteo6,monoclinic,6.57,375.1,621.9
ba2dy(cuo2)4,liquid,6.54,376.7,1477.1
ba2dy(cuo2)4,orthorhombic,6.54,376.7,636.1
ba2dybio6,liquid,7.47,330.2,1822.5
ba2dybio6,cubic,7.47,330.2,869.2
ba2dycl7,liquid,4.01,608.3,1841.7
ba2dycl7,monoclinic,4.01,608.3,965.1
ba2dymoo6,liquid,6.79,362.8,1916.5
ba2dymoo6,cubic,6.79,362.8,1105.4
ba2dynbo6,liquid,6.63,371.5,2106.4
ba2dynbo6,cubic,6.63,371.5,1222.2
ba2dypao6,liquid,7.28,338.7,2233.8
ba2dypao6,cubic,7.28,338.7,1165.6
ba2dysbo6,liquid,7.02,350.9,1941.5
ba2dysbo6,cubic,7.02,350.9,994.3
ba2dytao6,liquid,7.64,323.1,2160.8
ba2dytao6,cubic,7.64,323.1,1087.7
ba2dyuo6,liquid,7.65,322.7,2195.3
ba2dyuo6,cubic,7.65,322.7,1195.0
ba2er(cuo2)4,liquid,6.61,372.5,1478.7
ba2er(cuo2)4,orthorhombic,6.61,372.5,729.5
ba2ercl7,liquid,4.07,600.0,1839.4
ba2ercl7,monoclinic,4.07,600.0,716.1
ba2ermoo6,liquid,6.95,354.7,1925.4
ba2ermoo6,cubic,6.95,354.7,832.4
ba2ernbo6,liquid,6.77,363.8,2116.0
ba2ernbo6,cubic,6.77,363.8,919.6
ba2erpao6,liquid,7.43,332.2,2243.4
ba2erpao6,cubic,7.43,332.2,1247.7
ba2erruo6,liquid,7.14,345.5,1839.5
ba2erruo6,cubic,7.14,345.5,854.4
ba2ersbo6,liquid,7.17,343.8,1948.9
ba2ersbo6,cubic,7.17,343.8,834.9
ba2ertao6,liquid,7.77,317.5,2170.3
ba2ertao6,cubic,7.77,317.5,1014.0
ba2eruo6,liquid,7.66,322.3,2204.8
ba2eruo6,cubic,7.66,322.3,1034.8
ba2eu3si7,liquid,5.02,488.2,757.9
ba2eu3si7,hexagonal,5.02,488.2,346.9
ba2eubio6,liquid,7.13,345.8,1718.8
ba2eubio6,cubic,7.13,345.8,685.7
ba2eumoo6,liquid,6.59,373.7,1840.9
ba2eumoo6,cubic,6.59,373.7,773.7
ba2eureo6,liquid,7.43,331.8,1850.3
ba2eureo6,cubic,7.43,331.8,931.9
ba2eusbo6,liquid,6.68,368.8,1833.3
ba2eusbo6,cubic,6.68,368.8,965.4
ba2fe2cuf14,liquid,4.02,606.3,1810.7
ba2fe2cuf14,monoclinic,4.02,606.3,917.2
ba2fe2o5,liquid,5.44,451.3,1584.7
ba2fe2o5,monoclinic,5.44,451.3,755.2
ba2fe3p6ho22,liquid,3.63,670.7,1733.0
ba2fe3p6ho22,triclinic,3.63,670.7,726.2
ba2fege2o7,liquid,4.88,502.5,1689.9
ba2fege2o7,tetragonal,4.88,502.5,888.3
ba2femoo6,liquid,6.3,390.9,1675.5
ba2femoo6,monoclinic,6.3,390.9,746.2
ba2feo4,liquid,5.49,447.3,1626.7
ba2feo4,monoclinic,5.49,447.3,815.1
ba2fewo6,liquid,7.11,346.7,1738.1
ba2fewo6,cubic,7.11,346.7,994.0
ba2ga2s5,liquid,3.98,612.7,1300.6
ba2ga2s5,monoclinic,3.98,612.7,613.8
ba2gaasse5,liquid,4.92,498.0,1197.5
ba2gaasse5,orthorhombic,4.92,498.0,556.2
ba2gabis5,liquid,4.68,522.8,1257.8
ba2gabis5,orthorhombic,4.68,522.8,631.8
ba2gabise5,liquid,5.59,439.7,1222.1
ba2gabise5,orthorhombic,5.59,439.7,671.7
ba2gagen,liquid,5.17,474.5,845.4
ba2gagen,monoclinic,5.17,474.5,385.3
ba2gas4,liquid,4.02,607.2,1359.3
ba2gas4,monoclinic,4.02,607.2,543.0
ba2gasbs5,liquid,4.12,593.0,1252.6
ba2gasbs5,orthorhombic,4.12,593.0,576.6
ba2gasbse5,liquid,5.09,481.6,1214.7
ba2gasbse5,orthorhombic,5.09,481.6,692.2
ba2gd(cuo2)4,liquid,6.46,380.9,1470.1
ba2gd(cuo2)4,orthorhombic,6.46,380.9,832.1
ba2gd2si4o13,liquid,5.1,480.8,2139.0
ba2gd2si4o13,monoclinic,5.1,480.8,1082.0
ba2gdb2clo6,liquid,4.93,497.3,2035.9
ba2gdb2clo6,monoclinic,4.93,497.3,978.3
ba2gdbio6,liquid,7.26,339.4,1808.6
ba2gdbio6,cubic,7.26,339.4,923.0
ba2gdc2(o2f)3,liquid,4.93,496.9,1985.2
ba2gdc2(o2f)3,orthorhombic,4.93,496.9,1054.7
ba2gdcl7,liquid,3.93,620.0,1842.7
ba2gdcl7,monoclinic,3.93,620.0,828.3
ba2gdmoo6,liquid,6.56,375.6,1918.3
ba2gdmoo6,triclinic,6.56,375.6,1023.2
ba2gdnbo6,liquid,6.5,378.7,2090.8
ba2gdnbo6,tetragonal,6.5,378.7,1195.6
ba2gdpao6,liquid,7.22,341.6,2216.4
ba2gdpao6,cubic,7.22,341.6,1210.8
ba2gdreo6,liquid,7.68,321.5,1903.9
ba2gdreo6,cubic,7.68,321.5,976.3
ba2gdruo6,liquid,6.82,361.1,1818.2
ba2gdruo6,monoclinic,6.82,361.1,726.8
ba2gdsbo6,liquid,7.0,351.9,1925.6
ba2gdsbo6,cubic,7.0,351.9,923.9
ba2gdtao6,liquid,7.44,331.4,2144.7
ba2gdtao6,tetragonal,7.44,331.4,1073.3
ba2gduo6,liquid,7.29,338.1,2178.4
ba2gduo6,cubic,7.29,338.1,1033.8
ba2ge,liquid,4.85,504.6,771.5
ba2ge,orthorhombic,4.85,504.6,347.0
ba2ge(tese)2,liquid,5.09,481.9,1212.1
ba2ge(tese)2,monoclinic,5.09,481.9,634.7
ba2ge2se5,liquid,4.91,499.0,1174.0
ba2ge2se5,orthorhombic,4.91,499.0,562.9
ba2ge2te5,liquid,5.48,447.7,1039.1
ba2ge2te5,orthorhombic,5.48,447.7,537.6
ba2ge4pd5,liquid,7.66,322.2,854.8
